station,avg_total,std_total,cluster,pca1,pca2
4.19민주묘지,6772.2007952286285,2109.5275451117054,0,-0.9394811716804299,0.15072985640104353
가능,12274.711729622266,2479.7187915690256,0,-0.6993457394903998,-0.023596515668569386
가락시장,16811.965208747515,4602.294696281973,0,-0.3398019209527499,-0.005809085398564496
가산디지털단지,54593.82306163022,35158.11851488885,2,3.7990674761481253,1.287243708938446
가양,41769.697813121275,10526.924591669702,1,1.1267470733005904,-0.41913402665760396
가오리,8241.453280318092,1819.824868249628,0,-0.9098977160409976,0.06964582893255757
가좌,11154.194831013916,2697.0925325794697,0,-0.7222243844201752,0.037924754465488285
가천대,18923.216699801193,8337.778816709753,0,0.07173956750678637,0.2467080753202411
가평,4370.131212723658,1249.167515090307,0,-1.1064191697702732,0.16472127489798008
간석,10784.705765407554,2247.405430320401,0,-0.7761103050023688,0.011869601802031763
갈매,5034.681908548708,1344.0321367705635,0,-1.0729593621427893,0.14812559264137093
강남,149472.29423459244,44214.058648265906,2,8.17723924864256,-1.4810496172458933
강남구청,24942.916500994037,11044.070932729033,1,0.5389977660516341,0.2605486122827888
강동,34683.52882703777,8590.726658703896,1,0.6877744066086596,-0.3243601150549948
강동구청,20156.614314115308,5977.098174199403,0,-0.09163887333762494,-0.009572716231538762
강매,5714.61829025845,1591.8177478761954,0,-1.0253276962023568,0.14454288338015786
강변(동서울터미널),55883.4592445328,7999.7063522942735,1,1.4336552445863793,-1.1753068919200134
강일,11039.540755467197,2814.309901369294,0,-0.7161234975065716,0.05266165057260231
강촌,1037.3618290258448,313.28872465228864,0,-1.3151208963519403,0.20705141875109834
개롱,12808.333996023857,3374.4213834500565,0,-0.5997230741317197,0.03583249083820061
개봉,41174.1212723658,8851.57520314307,1,0.9554031770015817,-0.5456177253851141
개포동,8760.316103379722,2263.173020560988,0,-0.8509496465902994,0.08951195481723669
개화,4346.735586481113,1287.3838073381291,0,-1.103903412501821,0.16899924465085642
개화산,11189.801192842942,2857.5191250520825,0,-0.7066238549800902,0.050843330676814104
거여,18889.435387673955,5347.967194257718,0,-0.19528273684260178,-0.01776974274980166
건대입구,50763.45825049702,25062.640923324285,2,2.7574727858560095,0.5341609233972929
검암,11655.984990619138,3924.080120136181,0,-0.5942653282292056,0.12808781944637737
경기광주,14708.328031809146,3520.526395490329,0,-0.5151805334402079,-0.02273689783184358
경마공원,11288.628230616303,11055.575760194519,0,0.025784145566343706,0.775807450988652
경복궁(정부서울청사),51371.65407554672,11796.888665190605,1,1.601248845082018,-0.6678737285227123
경찰병원,13916.2027833002,4637.424786670301,0,-0.4457371247933034,0.10637121000621551
계양,20892.618644067796,10235.232830873876,1,0.31456512982928503,0.3411937446620214
고덕,19769.415506958252,5780.971425791243,0,-0.12365399557897513,-0.012423132007988636
고려대(종암),16671.882703777337,4822.66414199177,0,-0.32549000303105224,0.019054169621302602
고색,9895.31212723658,3383.9659345518266,0,-0.7085824647618414,0.1463886205006192
고속터미널,55558.81312127237,31446.20354419651,2,3.505475738166428,0.9209666958195385
고잔,16924.614314115308,3873.806640862539,0,-0.40031124628045106,-0.07480340094539277
곡산,1262.6819085487077,336.43193135165353,0,-1.3045779935303143,0.20062269392701532
곤지암,4636.763419483102,716.0886494550268,0,-1.1437603254171431,0.10729676697705837
공덕,19197.108349900598,14603.844188542682,1,0.6390152362834537,0.793353593820913
공릉(서울과학기술대),23562.751491053677,5516.461701945966,0,-0.004303596261864217,-0.1787955408554508
공항시장,6098.405566600398,1225.8991506720095,0,-1.0433985798464762,0.09756425763409456
공항화물청사,3990.5606361829027,1069.591046975484,0,-1.1366759287664001,0.16305464645727571
과천,12194.471172962227,2588.135415881529,0,-0.6927310559034405,-0.010937928437503547
관악,13810.614314115308,2567.7639563270277,0,-0.6336759646318721,-0.07361446300194394
관악산(서울대),6415.934393638171,1326.7265431837973,0,-1.0224780134660674,0.09456782100848835
광나루(장신대),23669.40357852883,5099.725261929164,0,-0.037328665545325865,-0.21985389115008042
광명,7109.811133200796,1038.2706095621636,0,-1.0219852847939495,0.04279615459956026
광명사거리,39304.429423459245,7942.165284408886,1,0.8041553276919118,-0.5560360758811203
광운대,16138.349900596422,4180.033244977665,0,-0.402703851267828,-0.017972758339514606
광화문(세종문화회관),65045.12723658052,18954.48052003999,1,2.7524117202047402,-0.5466283627674425
광흥창(서강),17478.03180914513,5194.100036984777,0,-0.26211433790895833,0.021708826335286677
교대(법원.검찰청),43360.076540755465,25899.156845591406,2,2.5530068010770766,0.8873347102838852
구로,34180.08548707754,6647.217244701357,1,0.49606489018779815,-0.47814911891163864
구로디지털단지,105869.11729622267,31362.869626475967,2,5.392812610567103,-0.981184483655718
구룡,6664.576540755467,2071.4743122474765,0,-0.9469167950569739,0.151400739894342
구리,20754.811133200794,6058.753719666535,0,-0.061852120798946884,-0.02484352666667625
구반포,2595.441351888668,1044.5831037296036,0,-1.1914405650727782,0.21337360973300887
구산,13916.610337972166,3291.4041995527014,0,-0.5653631106499746,-0.013285473807568662
구성,11818.198807157058,3376.0708893090505,0,-0.6368660895510028,0.07326873963693924
구의(광진구청),46871.26043737574,11651.800702352239,1,1.4188626596612097,-0.5112798938410233
구일,16187.288270377734,7245.526774049469,0,-0.12838371180843094,0.2526612303281944
구파발,41396.703777335984,8453.660265128516,1,0.928417134153097,-0.5893691954551874
국수,1395.9980119284294,257.64554157920406,0,-1.3065601009809404,0.18859891033936305
국회의사당,31759.143141153083,14091.54211117801,1,1.0665798588860342,0.2747168064069124
군자(능동),24841.399602385685,5586.948187793972,0,0.050116971690077,-0.22068569532722576
군포,12918.936381709742,4169.578129358072,0,-0.5248799792434925,0.10234475915046125
굴봉산,284.258449304175,101.99988674306712,0,-1.3622640920621507,0.21663370514806235
굽은다리(강동구민회관앞),18756.982107355863,3742.159245463013,0,-0.3430036714047034,-0.15551399099627788
금곡,2850.6461232604374,673.8099100195235,0,-1.2147855158891552,0.17080604741080516
금릉,10159.210735586481,2112.4922780509182,0,-0.8116589536628709,0.023434680257393984
금정,53773.98409542743,12561.709597966788,1,1.7597046379496997,-0.6903669689851359
금천구청,21224.3717693837,5141.921947840855,0,-0.1256607191240862,-0.12402051422394328
금촌,12848.1689860835,1893.5629039952228,0,-0.7298492729479107,-0.0972941712300647
금호,14958.463220675945,3376.17657315589,0,-0.5185907195950462,-0.04498784285524833
기흥,19545.652087475148,5420.871711430134,0,-0.16408872580956124,-0.03600348581442422
길동,16660.019880715707,3723.7138510129225,0,-0.42361720803984076,-0.07817950021629629
길음,41189.14115308151,10555.514908049727,1,1.1074238970657948,-0.3947283373501179
김유정,896.972166998012,285.0190725789084,0,-1.3229208870089249,0.20982590096971723
김포공항,14358.890261987148,4943.006370424824,0,-0.4019033182203292,0.11686077549955551
까치산,52139.966202783304,11523.797303998203,1,1.6059105796102537,-0.7210830340134324
까치울,1.0,0.0,0,-1.3819982139352913,0.21823526245305583
낙성대(강감찬),52311.95427435388,10929.86836690293,1,1.5595963448416148,-0.7803518066837997
남구로,27995.86878727634,8765.112668205387,1,0.4514097622342517,-0.056994793346185485
남동인더스파크,4105.562624254473,1812.2537990650671,0,-1.0663330799262245,0.22473528053079586
남부터미널(예술의전당),58329.2564612326,14113.675071071531,1,2.06920823527264,-0.7239769839995696
남성,21246.252485089462,5311.894124426083,0,-0.1097286519970156,-0.10973655302851539
남영,18729.785288270377,4779.455417645949,0,-0.25182763738541014,-0.0622894298876812
남위례,13927.89662027833,3958.146952811165,0,-0.5056744805289254,0.045553047520646
남춘천,6194.389662027833,1165.7378933142948,0,-1.045131154756932,0.08860193945817318
남태령,2593.075546719682,1160.003821886499,0,-1.1812704681963158,0.2237219045068595
남한산성입구(성남법원.검찰청),24646.75745526839,7082.266111332734,1,0.17569818544874796,-0.08044358648973482
내방,27101.332007952285,9387.65832886515,1,0.4730555838473706,0.03202959996914736
노들,8977.38170974155,2300.1386900466787,0,-0.8394890041056075,0.08462271559735908
노량진,34002.265407554674,17925.185054774087,1,1.4918126212015572,0.530992430282831
노원,47641.40755467197,11974.485377278184,1,1.4765491855504014,-0.5116026236508632
녹번,27843.314115308152,7442.825177728855,1,0.3281325641650764,-0.16878122195646458
녹사평(용산구청),10467.990059642147,1781.7188704638918,0,-0.8294308353386141,-0.017595171696292315
녹양,8193.836978131212,1601.6866338246457,0,-0.931080265614679,0.05204984897261226
녹천,7760.552683896621,1751.8503799391601,0,-0.934050913914777,0.08171517222931116
논현,34517.504970178925,12262.616183539953,1,1.0078984618809,0.008269239722196802
능곡,8882.99801192843,1884.8069886484918,0,-0.87996045220922,0.05126046512274367
단대오거리,22585.298210735586,5887.533169608796,0,-0.008132844367094508,-0.10900075532033976
달월,156.34393638170974,41.854364726100265,0,-1.372427547913968,0.21610506519192343
답십리,28938.053677932407,7736.537665319921,1,0.3954684163413881,-0.18390367649311556
당고개,17345.82683982684,2994.4422960033285,0,-0.4626103896996534,-0.1688292424965274
당곡,9101.866799204772,2118.913758999827,0,-0.8509089699041933,0.06382624598124186
당산,36673.165009940356,10007.025030288696,1,0.8885943889485634,-0.27340411518020674
당정,11688.441351888669,3331.5160780830206,0,-0.6457131689901259,0.07419529075809825
대곡,8480.735586481112,5745.755495910946,0,-0.5519288645581443,0.4095913856828468
대공원,9355.20477137177,6944.537083105151,0,-0.41244138337353314,0.4832118326242666
대림(구로구청),32952.29324055666,15698.70413660474,1,1.2543682152549003,0.37263434764292813
대모산입구,10916.48310139165,3138.20297932669,0,-0.6919686833459363,0.08608545082780689
대방,12931.291252485089,8793.993272528502,0,-0.1133725272397057,0.5129216138153245
대성리,1778.493041749503,1362.0739516093397,0,-1.193987536187482,0.27236106801684595
대야미,9182.93439363817,1816.2267027896803,0,-0.8747602762047365,0.033868741645572305
대청,19668.93638170974,5983.987151973879,0,-0.10939305790628252,0.009406124935207745
대치,23767.781312127237,5712.8994595519425,0,0.020878476177671048,-0.16905678703578914
대화,23791.075546719683,7272.704743978411,1,0.16039939839500889,-0.0312904402501303
대흥(서강대앞),18121.972166998014,5436.6548175143,0,-0.21630326722583976,0.01901682528744164
덕계,10920.538767395627,2447.176610003022,0,-0.7532379725508126,0.02451067951312215
덕소,10563.479125248508,1994.4857286464924,0,-0.806922778286851,-0.0022795711230626536
덕정,11841.693836978131,2808.303118979415,0,-0.6864474023344088,0.021917727062495874
도곡,12615.914512922465,4343.913167481026,0,-0.5207963239179029,0.12925271995497195
도농,18975.805168986084,4833.309715566217,0,-0.2377753941264482,-0.06676797100350944
도림천,2566.4532803180914,790.2344080243987,0,-1.2151401288024037,0.19185749435785227
도봉,11118.461232604373,2351.5576015429797,0,-0.7542831009719538,0.008557574894933424
도봉산,16110.131212723658,4244.625397470977,0,-0.398025311940226,-0.011168722410627968
도심,4203.72365805169,1043.4497991010217,0,-1.130971534288499,0.15270311088823155
도원,6384.38170974155,1952.6712925417305,0,-0.9680290876906146,0.15139336764902434
도화,7726.787276341948,1615.4204183324157,0,-0.9474491651028067,0.07086020935156875
독립문,15525.671968190854,2982.0078722145763,0,-0.532264755946022,-0.10138534921651816
독바위,5476.751491053678,1172.1673220786215,0,-1.071586753999257,0.11620050106965385
독산,31585.415506958252,11185.094888540532,1,0.8016968777374881,0.02291939102582142
돌곶이,18778.72763419483,4817.030611044608,0,-0.24664453294445937,-0.060792775730683174
동대문,30967.762425447316,9784.881611926765,1,0.6539770870727347,-0.07827734614176328
동대문역사문화공원(DDP),24288.204108681246,13551.278674413992,1,0.7371942524724293,0.5080595448945044
동대입구,22498.433399602385,5629.602489543707,0,-0.03433049826261971,-0.12865555145907132
동두천,3902.451292246521,1146.7998524185864,0,-1.1331315065938599,0.1732356674654037
동두천중앙,5840.842942345925,1028.7348984165021,0,-1.0706236728215357,0.08973937507772109
동묘앞,19266.84592445328,4379.373795068609,0,-0.2671626576830052,-0.11807709497292825
동암,29980.463220675945,5223.538905316753,1,0.21135831540277117,-0.44653046645137306
동인천,26157.85884691849,4093.22370275959,0,-0.03307368442080134,-0.403035095551255
동작(현충원),3495.538767395626,1636.4852605350077,0,-1.104930506346391,0.2320862568252538
두정,15943.616302186878,3624.250952957398,0,-0.4594385737813362,-0.06003969745211873
둔촌동,18870.365805168985,5094.690832491112,0,-0.21851344420819752,-0.03956408521476886
둔촌오륜,3750.910536779324,2475.976635743021,0,-1.02069453641544,0.29708703657526825
등촌,22726.528827037775,6491.68837597592,0,0.05088653128226204,-0.06061919516053243
디지털미디어시티,19464.502982107355,12786.79532148921,1,0.4875768395290592,0.6217744171507454
뚝섬,48520.48111332008,12283.858316935235,1,1.5371547902264941,-0.5172108652602735
뚝섬유원지,15199.538461538461,2674.1765442662618,0,-0.571908974636973,-0.11646444060317049
마곡,22454.4393638171,7816.632943761089,0,0.158407316817253,0.0673959957815614
마곡나루(서울식물원),23057.346918489067,8220.08195041677,1,0.21697416339746345,0.08055045592756843
마두,15123.298210735586,4287.6115913064195,0,-0.4313697426279023,0.029817382794035212
마들,24370.13916500994,6308.961878832574,0,0.09654510574303979,-0.138761139099054
마석,7604.868787276342,1494.2952831042105,0,-0.9628069900697301,0.06468556594543032
마장,11014.580516898608,2771.3502291496293,0,-0.7208820087306912,0.049783202038994875
마천,13550.353876739562,3359.8580691808565,0,-0.5730722138018357,0.006592703748254155
마포,27730.045725646123,9384.366160320722,1,0.49644104177689236,0.008058891794677307
마포구청,26514.248508946323,6658.869364316188,1,0.20839633773520433,-0.1884091640485315
망우,14701.188866799204,2560.0102251171743,0,-0.6008250928991999,-0.10784371892989345
망원,32075.636182902585,4678.466803805037,1,0.24181609016800112,-0.5738859475822291
망월사,16039.21272365805,4434.513953126683,0,-0.38381789807605554,0.00838043548348659
망포,28082.49105367793,8426.114964433144,1,0.4245401714152788,-0.09038897289381664
매교,9843.735586481112,2807.3968297742827,0,-0.7617733679363753,0.09708258123528128
매봉,22868.198807157056,8293.526486958313,1,0.2163787613004687,0.09420212547289626
매탄권선,10239.405566600397,2687.9111483016263,0,-0.7574924915493678,0.07156068288783257
먹골,19502.96819085487,4368.271594132136,0,-0.25925684261836485,-0.12795655316362653
면목,28155.568588469185,7113.47914935681,1,0.3106184335232284,-0.2098150791154445
명동,70678.09343936382,10274.393147966486,1,2.1930242499537735,-1.5303038287307573
명일,16692.634194831015,3762.304035397012,0,-0.41895881839485993,-0.07597769587102483
명학,16200.071570576541,5870.999315194207,0,-0.25007745236946954,0.13000462213673014
모란,24719.72166998012,17045.430745147798,1,1.0640241735225124,0.8023865687839914
목동,32427.743538767394,9003.186320417477,1,0.6394805008065523,-0.20274307442807393
몽촌토성(평화의문),14015.499005964215,3296.7760823795115,0,-0.5611613684854415,-0.016532254007731957
무악재,8291.821073558649,1993.8547351733894,0,-0.8925321240544676,0.08321760265830516
문래,43383.60636182903,14044.343032384048,1,1.5001752377560575,-0.16726917338548647
문산,10748.838966202784,1574.9616121017518,0,-0.837231406121286,-0.046549929344800255
문정,40471.95228628231,17215.848386733942,1,1.67241893866272,0.22428702247472238
미금,29378.598409542745,7833.709002942749,1,0.42069693419474785,-0.19185800307156278
미사,34742.986083499,7393.927368461556,1,0.5836358682333208,-0.4329771110078045
미아(서울사이버대학),29605.214711729623,6988.967224288123,1,0.3541465071553795,-0.2754776922348731
미아사거리,50833.14711729622,9910.615637234183,1,1.4133062611095688,-0.81525472739629
반월,8266.789264413519,1657.9177056924937,0,-0.9233346873083439,0.05430049295570229
반포,12039.123260437376,2903.077380231751,0,-0.6705879517772839,0.022906338463373418
발산,43688.695825049705,12041.65970037205,1,1.3336563116766738,-0.3567681409213405
방배,32058.735586481114,11365.532749893886,1,0.8355609161667795,0.021131870286883635
방이,14452.602385685885,3278.2085953422757,0,-0.5463499267009483,-0.03464444610010529
방학,18934.906560636184,3632.532986447088,0,-0.34604698553306595,-0.17195898497729456
방화,13097.924453280319,2978.671343128835,0,-0.6239930928804499,-0.01025014851990874
배방,2583.268389662028,413.4365903952873,0,-1.2479986089955706,0.15773246137803845
백마,13872.409542743539,3615.3554386088363,0,-0.5382332866593061,0.01717365594161476
백석,19528.015904572563,4108.011148155765,0,-0.281446823628866,-0.1520331856944592
백양리,329.4333996023857,219.9764543669842,0,-1.350076378315402,0.22541873753148964
백운,13936.980119284295,2819.236189614319,0,-0.6065647182424834,-0.056021380271203625
버티고개,4260.952286282306,1157.0528667110607,0,-1.1187186046488917,0.1606454483646306
범계,53329.574552683895,11747.994370402144,1,1.6706404061842852,-0.7459572498376317
별내,5389.1053677932405,1486.9316098534905,0,-1.0469097153004598,0.14747924775522242
병점,30817.771371769384,5977.033287654386,1,0.30986681845722097,-0.4110899429359288
보라매,10397.356858846919,3795.59384126495,0,-0.6530872449948232,0.16406867410746348
보라매공원,4413.61829025845,1281.9102347759638,0,-1.101871052507687,0.16599384526353225
보라매병원,14048.71968190855,5734.120442574474,0,-0.34326635200684447,0.19886050460081678
보문,9082.397614314115,6334.522044110169,0,-0.47693693566571316,0.4392647440929348
보산,3030.127236580517,496.753299286787,0,-1.223763765994889,0.1483088662308584
보정,4647.021868787277,1378.308151350261,0,-1.0845124548598695,0.16577194749187543
복정,8698.333671399594,9142.269008211231,0,-0.2418340221416707,0.7032962388827528
봉명,2597.3996023856857,789.8742053761262,0,-1.2140066713463533,0.19066000351915863
봉은사,41971.08747514911,10244.980793270637,1,1.1092710037242808,-0.4517792296856207
봉천,44825.11928429423,10405.734939310012,1,1.2310457977486187,-0.5449766887174329
봉화산(서울의료원),16092.630218687873,4502.594839565758,0,-0.3757547491527328,0.012420055579141423
부개,15980.8310139165,3400.9479826292795,0,-0.47788535830575385,-0.08128957982629316
부발,4611.1530815109345,615.8141458075966,0,-1.1536377614845637,0.09934836058539884
부천,62034.89264413519,8850.234527718636,1,1.740924697731576,-1.3313775785728654
부천종합운동장,4633.023856858847,1261.1699445006557,0,-1.0954514913024431,0.15588727356653748
부평,58956.7972166998,6950.559997977879,1,1.4561470903126967,-1.3843059448454724
부평구청,1.0,0.0,0,-1.3819982139352913,0.21823526245305583
북한산보국문,12054.2365805169,2555.0487052401245,0,-0.7009533717676327,-0.00859745162440854
북한산우이,6268.996023856859,1469.7225217097316,0,-1.0153016528981607,0.11281191821165967
불광,21229.132206759445,13010.817097771302,1,0.5739470341207026,0.5752286719071515
불암산,18122.975609756097,2936.7591022060765,0,-0.438469254864838,-0.2032247439725558
사가정,31052.942345924454,7000.4072934052765,1,0.4096864510726591,-0.3289839300515433
사당,66068.51888667991,22401.208863772263,2,3.097317033067406,-0.27880726742322637
사릉,4022.236580516899,947.0515798593964,0,-1.146374923590062,0.1509697465083306
사리,9129.86282306163,2087.497152482632,0,-0.852647079341461,0.05997941150950255
사평,7526.481113320079,2072.5920707111795,0,-0.9143571235073396,0.11903977275666215
산본,32610.924453280317,6715.801465273862,1,0.4430646010427991,-0.41295658281817405
산성,12076.572564612326,2852.8855739078513,0,-0.6736388775340756,0.017034644813218435
삼각지,13868.133116883117,2578.466048695593,0,-0.6305584824175439,-0.07482942956568021
삼각지(전쟁기념관),14691.865853658537,2105.105825686241,0,-0.6416104855418382,-0.14792688073764773
삼동,4528.083499005964,1319.8141216562242,0,-1.0941910655611018,0.1650520488991717
삼성(무역센터),102018.07753479126,30631.380083123346,2,5.1827594073904955,-0.9011684971789347
삼성중앙,14408.375745526839,6107.646980092614,0,-0.29652030209555114,0.21851643096352624
삼송,36298.72763419483,7739.92787442921,1,0.6729812184471216,-0.4608137996397188
삼양,4321.518886679921,920.1667413104528,0,-1.1374932718536044,0.13730876524064634
삼양사거리,5053.24254473161,970.0724234777098,0,-1.1054998382580614,0.11418708663532864
삼전,14922.701789264414,3726.6763513920396,0,-0.4887832867161439,-0.01248677654927068
상갈,10062.349900596422,2355.7986483882682,0,-0.7936805042753678,0.04870891095468915
상계,36165.24453280318,7850.475091686123,1,0.6777801046708003,-0.44596065860390455
상도,22782.26838966203,6332.961506574924,0,0.038877274869305395,-0.07682688388363544
상록수,29717.053677932407,6228.0603126550695,1,0.2907251139148405,-0.34732305414564374
상봉,22298.288775510206,11951.409559072907,1,0.520047031227701,0.4407973323564209
상봉(시외버스터미널),21300.576923076922,11987.4803997273,1,0.48567821781412235,0.48157847492131184
상수,21603.51093439364,3473.211298565319,0,-0.2597056130219246,-0.286623043766504
상왕십리,27232.842942345924,6834.877716505728,1,0.25110397305944226,-0.1998277174677158
상월곡(한국과학기술연구원),12052.675944333996,3313.5002352680417,0,-0.6335970166809023,0.058876454176145336
상일동,26966.198807157056,7619.360696446151,1,0.310790789257325,-0.12005665051898767
상천,628.6600397614314,255.47835324678212,0,-1.3356515641978317,0.21730511153662127
새절(신사),23633.96222664016,5896.056844984404,0,0.03211867956229652,-0.1477370217426763
샛강,8940.991053677932,5230.748746848409,0,-0.5803716010703409,0.34648114671056107
서강대,4374.481113320079,968.716884097213,0,-1.1311832632916723,0.1396295368391982
서대문,36561.65208747515,15528.528774504943,1,1.3751747540107937,0.22157566018656463
서동탄,2733.3419483101393,562.592956789954,0,-1.2290888695414943,0.16533831454627773
서빙고,4462.75944333996,847.8439892250387,0,-1.1386024134104697,0.12556105946357082
서울대벤처타운,18009.69383697813,3393.3566332967184,0,-0.40215080535428793,-0.1583736502755457
서울대입구(관악구청),87596.65009940357,19147.304670585934,2,3.6188672733815546,-1.3788054821957982
서울숲,25447.86679920477,6436.663025553923,1,0.14848431468173068,-0.16799885921958524
서울역,39084.60914512922,39527.62104120262,2,3.6033567988839037,2.259722765256301
서울지방병무청,6195.7972166998015,1527.8046701694045,0,-1.0128957598267856,0.1207313141266798
서원,6423.228628230616,1290.3208275709007,0,-1.025439234196161,0.09105718171913638
서정리,16333.9662027833,2451.8368357974796,0,-0.5489478324502672,-0.1789510102055809
서초,40619.51689860835,11753.122083954175,1,1.1924207675434806,-0.2668260553114435
서현,46244.986083499,10319.605540704655,1,1.2768639869985519,-0.6061061389039716
석계,19712.412524850894,6361.381689445156,0,-0.07421090009921061,0.041313559448973095
석수,15773.538767395627,3550.7205040100926,0,-0.4723796597828284,-0.060170151584983456
석촌,17720.547713717693,3698.2269936722523,0,-0.38594191274143,-0.12038560531386859
석촌고분,13669.359840954274,3322.1758655752014,0,-0.571939702987995,-0.0012385889149305763
선릉,62464.06958250497,45161.00644832882,2,4.984578914584628,1.879950042232639
