station,avg_total,std_total,cluster,pca1,pca2
선바위,13564.099403578528,3710.947054579475,0,-0.5413479200224292,0.03728165276922181
선유도,15779.17097415507,5795.862386511515,0,-0.27260761618942847,0.13917766121572672
선정릉,16306.326043737574,7092.026364676835,0,-0.13754452962401117,0.2345342130974726
성균관대,29749.399602385685,6891.917997092339,1,0.35095043445103163,-0.2895341031813069
성남,1928.6376811594203,450.4587106553316,0,-1.2693620365127627,0.18567732743894141
성수,89756.44135188867,19763.832743906816,2,3.7550077334929997,-1.4053454765172544
성신여대입구(돈암),25057.696819085486,18508.215505459917,1,1.2067726510299195,0.9196779791881656
성환,9921.572564612326,3597.7951684201194,0,-0.6885872081232224,0.16440588047822866
세류,6606.801192842942,1049.198618600632,0,-1.0399578802696374,0.0627114270312579
세마,6234.612326043738,1290.6130090197266,0,-1.0325167708600287,0.09818665960721149
세종대왕릉,713.0596421471173,106.60711100580087,0,-1.3457054309097147,0.20089407227194586
소래포구,10218.902584493042,2150.096251077541,0,-0.80606845246982,0.024529053829367608
소사,14524.349900596422,2534.4442212824138,0,-0.6097574919844713,-0.10345619955072437
소요산,3963.8995983935743,1579.7332702677945,0,-1.0923359108668713,0.20940283516415936
솔밭공원,4991.34393638171,999.3463516099449,0,-1.105228991655266,0.11912027906600894
솔샘,10929.624254473161,2793.2635184732667,0,-0.7221337919422816,0.05493052029722945
송내,49005.39562624254,12601.71283591818,1,1.5836697981025414,-0.5072207359957901
송도,4643.399602385686,898.3964429388067,0,-1.1273059309500606,0.12325130885466032
송정,12028.049701789265,2428.797107614197,0,-0.7131615007147889,-0.018833124517448747
송탄,9170.294234592446,1076.0249708788094,0,-0.9410293122981753,-0.031448208538963573
송파,18064.159045725646,4704.4729654894,0,-0.28356072034683766,-0.043886010307463655
송파나루,11507.705765407554,2265.101387515284,0,-0.7473083828831878,-0.013786502251295471
수내,25539.220675944332,7927.220970538602,1,0.28441337650470994,-0.03895078192004043
수락산,23995.391650099402,4382.466439269622,0,-0.08880528676871234,-0.2958846851722439
수리산,7522.566600397614,2515.8233203309987,0,-0.8751078418282139,0.1585839045702056
수색,6208.4274353876735,2093.5237327825753,0,-0.9621360283930452,0.1705397083821789
수서,34451.732604373756,7261.373896498291,1,0.5608848822073316,-0.4337902137847801
수원,48689.73757455268,33896.78055457325,2,3.4645985126489784,1.3974840704462075
수원시청,27960.224652087476,6090.401633962797,1,0.21232508665190292,-0.2933946705232625
수유(강북구청),65730.351888668,12690.267457891507,1,2.221422119474991,-1.1292306634106462
수진,10382.1689860835,1981.132550975383,0,-0.814938027168133,0.0033618775115462954
숙대입구(갈월),28655.803180914514,6670.70352279829,1,0.29010163608591266,-0.2680106988595123
숭실대입구(살피재),26858.27435387674,9063.922470655967,1,0.4351264198323595,0.01240809859186043
숭의,7632.4592445328035,1897.5498591492137,0,-0.9259245303023109,0.09948984888935854
시청,48822.31709741551,16633.64351669961,1,1.935153891817886,-0.1419467455799101
신갈,8853.48111332008,2650.6251309458953,0,-0.8130021792326069,0.1204420189250067
신금호,12552.003976143142,3307.8848515659097,0,-0.6152908722565268,0.039572060530078876
신길,12659.281312127237,4779.265681578407,0,-0.4804666766769067,0.16631587993993574
신길온천,3883.502982107356,621.4947758953354,0,-1.1805369786223674,0.12725742582345717
신내,3715.9177877428997,2492.2035191684445,0,-1.020570073575992,0.29984723391385004
신논현,60591.66401590457,13721.332903397326,1,2.1195396911239985,-0.8440552789437946
신답,3228.043737574553,928.6361063428084,0,-1.177922004573261,0.1792431006938357
신당,23189.378727634194,7914.891234152402,1,0.19481968977461145,0.04845104216913011
신대방,47755.763419483104,9071.079965622783,1,1.2227861329581031,-0.7739792235168331
신대방삼거리,27789.872763419484,6845.72064163449,1,0.27304613374205255,-0.21984232659823355
신도림,52640.84194831014,46755.99648746876,2,4.756395882071808,2.391675153013719
신둔도예촌,2903.3220675944335,517.2466869006129,0,-1.2267178355231212,0.15490605425650408
신림,54393.75447316103,51702.109717305124,2,5.262048945834515,2.7652948057716564
신목동,7954.831013916501,2486.9760292756337,0,-0.8613923637194127,0.1397402308880588
신반포,8226.196819085488,1862.48998580955,0,-0.906679993627088,0.07401270316542287
신방화,13336.852882703777,3244.0442472190443,0,-0.5914070441895465,0.0043392602499725845
신사,53767.17296222664,14558.026254482425,1,1.9368911662861552,-0.5126674103995609
신설동,12873.493704440027,10474.075508642092,0,0.03378522821105302,0.6644328137808064
신용산,39966.82306163022,8164.80999372127,1,0.8488916591318775,-0.5611927597717463
신원,435.72166998011926,116.17752449935931,0,-1.3552996302073381,0.2121896081705889
신이문,15455.017892644135,3285.1818055771505,0,-0.5079779883427109,-0.07177675381885351
신정(은행정),23181.836978131214,5906.969073452603,0,0.016061057554746943,-0.12973952809801004
신정네거리,19758.840954274354,4825.456111066948,0,-0.20898343354606827,-0.09695607029759594
신창(순천향대),3891.948310139165,1869.3599990605812,0,-1.0693021440356043,0.23785613884038403
신촌,38701.23956262426,38089.79710248827,2,3.46111736280564,2.146359609617593
신포,3656.357852882704,707.1484817715971,0,-1.1814781775040886,0.14342532153685875
신풍,21006.33996023857,4974.630779081085,0,-0.14874176047971255,-0.130678897254722
신흥,10255.870775347912,2009.3957916277102,0,-0.8171823789745912,0.010630597995239717
쌍문,54186.31411530815,11873.513512696853,1,1.7140630017696197,-0.7670662524880023
쌍용(나사렛대),5221.8628230616305,1561.7658036236128,0,-1.046556608531033,0.16042944840867532
아산,8133.568588469185,1431.65262191916,0,-0.9484635530216353,0.03920611556508839
아신,1127.314115308151,180.40705616992642,0,-1.3235444058228434,0.19185249578000324
아차산(어린이대공원후문),29067.6958250497,4799.09637627827,1,0.13925577633490757,-0.44988126178420723
아현,20277.33996023857,4794.243773972752,0,-0.1922304789562398,-0.1192576557315832
안국,54012.08747514911,11995.596852217845,1,1.7183528301313575,-0.7496532720796129
안산,23576.846918489067,2126.885953451546,0,-0.30505592937506076,-0.4806095740463641
안암(고대병원앞),24558.5407554672,8978.94803341028,1,0.34096283114322085,0.09146574433146797
안양,44978.04174950298,11072.403206763829,1,1.296061989032865,-0.4914789699265511
암사,31877.252485089462,7943.099838582296,1,0.5245223541831343,-0.276236966267364
암사역사공원,10610.209964412812,2948.8212297532064,0,-0.7203365209012769,0.08078681176420871
압구정,61064.01789264414,16087.373133867586,1,2.3476350867463163,-0.6515386658694283
압구정로데오,38747.78926441352,8974.913859873837,1,0.8749877013394756,-0.4432762826623515
애오개,12508.574552683896,4306.687028478326,0,-0.5281477240268699,0.1299864130189343
야당,16922.298210735586,3133.8688922165124,0,-0.4661680023311378,-0.1404857027519977
야목,760.1212723658052,197.45677625953513,0,-1.3358578432846155,0.20719686945420895
야탑,49634.59244532803,12296.274496485952,1,1.5802171215794256,-0.5580659669330369
약수,15722.987077534792,9516.121927975264,0,0.055952518077057034,0.4719696960529186
양수,3917.751491053678,669.2733973133535,0,-1.1750003270778338,0.13021440074756435
양원,5792.936381709742,1612.2072568291399,0,-1.020565820664079,0.14340565978422362
양재(서초구청),71049.39562624255,24612.619136886493,2,3.4814642770652062,-0.26983113801068165
양정,1015.7057654075546,224.1459064027984,0,-1.3238599675949818,0.1999435321267544
양주,14406.268389662027,2438.7853226830475,0,-0.6227072399106736,-0.10751177595140166
양천구청,13256.007952286282,3576.265344835265,0,-0.5649222123635157,0.0369135185443167
양천향교,19107.495029821075,6004.289187313979,0,-0.1287330352866615,0.03235520403543923
양평,10396.22365805169,5225.681943231702,0,-0.526016228328471,0.29122504606920346
어린이대공원(세종대),31544.294234592446,10116.464235807342,1,0.7051627335037841,-0.07051740420823671
어천,2765.2504970178925,451.966761015123,0,-1.2377201904827335,0.15430356818228103
언주,21501.06361829026,7616.812526750139,0,0.10474100614893582,0.08554014334579639
여의나루,29494.316103379722,11683.683086408355,1,0.7672607859234977,0.14598972528291831
여의도,54664.513916501,20988.842194508376,1,2.542290544590821,0.025142179283339117
여주,6071.769383697813,850.6063261044923,0,-1.0777597141349056,0.06520942202567157
역곡,50181.662027833,11959.422072985388,1,1.5708791909484154,-0.6086104392545569
역삼,95309.34393638172,45026.21403756671,2,6.209588740183538,0.6309781106992716
역촌,7912.133200795229,1774.4869254959492,0,-0.9263301626756415,0.078018529614357
연수,9415.610337972166,1468.3817308935706,0,-0.8969157085863689,-0.005812379071127656
연신내,34979.49206349206,34061.37782166733,2,2.9628851330451598,1.9284579783567093
연천,2478.420523138833,691.7691192413955,0,-1.2272076526445441,0.1864208006602571
염창,33032.60437375746,8240.181173581499,1,0.59444037713968,-0.2933427101040944
영등포,83605.8111332008,9841.293906145007,1,2.641400873423344,-2.0556726942262955
영등포구청,25450.718687872763,19459.161514340303,1,1.3060993518502197,0.9894013671221787
영등포시장,22683.958250497017,5077.049968114515,0,-0.07645717055081856,-0.1847563830635503
영종,8322.904572564612,1126.3970956861906,0,-0.9684656460346308,0.0049427999002721636
영통,17635.58846918489,3919.8807729991145,0,-0.3694398310401744,-0.09748419752358964
오금,9344.78031809145,3793.49245569216,0,-0.6929152724819373,0.20352313736036273
오류동,21463.143141153083,4266.968798162193,0,-0.19443871657073333,-0.2107833216471642
오리,19856.685884691848,5519.756206430305,0,-0.14358546460725868,-0.038928007004046514
오목교(목동운동장앞),41605.72564612326,9739.191422393866,1,1.0505538571877728,-0.48297648127396114
오목천,7947.216699801193,2452.6878383174894,0,-0.8647268409294674,0.13697928136455625
오빈,606.5328031809145,104.61733732236422,0,-1.3498942158819973,0.20472913430449846
오산,21227.789264413517,2625.9715878514844,0,-0.3491628113833953,-0.3477800200846055
오산대,7250.095427435388,1509.9420620395017,0,-0.9747773962193149,0.07943750684360115
오이도,15695.475149105368,2479.054254125781,0,-0.5705749150493092,-0.15248547522218142
옥수,8790.820079522862,9072.830606177571,0,-0.24452292502365058,0.6936410466035694
온수(성공회대입구),14903.074552683896,5420.064085594267,0,-0.3390053312401866,0.13876954761741397
온양온천,10149.387673956262,1672.8241593588427,0,-0.8511088985556612,-0.015275368995904414
올림픽공원(한국체대),13693.816103379722,6107.4690240377995,0,-0.3234472592424795,0.2454117527846004
왕십리(성동구청),23934.22332670643,11251.49070388047,1,0.519445770638034,0.31697371131647084
외대앞,18789.093439363816,5137.296722087758,0,-0.21778722131867886,-0.03271624043850115
용답,5770.037773359841,1278.1056857665012,0,-1.0511248999942933,0.11457135640536889
용두(동대문구청),4866.840954274354,1152.2702372940423,0,-1.096325244332863,0.1374018779211334
용마산(용마폭포공원),11023.588469184891,2350.4589768847627,0,-0.7579537700542042,0.012032940990216115
용문,4672.477137176938,1675.1945070434183,0,-1.0571649713395825,0.19120208153471774
용산,86098.19483101391,10355.200274976516,1,2.7809455955691487,-2.1038600559635334
우장산,28012.745526838968,7178.905552736742,1,0.3110549926535925,-0.19862075784359196
운길산,1590.8628230616303,618.2168573717702,0,-1.2671718072430376,0.21330953743163303
운서,19278.2703777336,1918.2046351648155,0,-0.485493959694838,-0.3372689131337878
운정,14034.099403578528,3474.248210411777,0,-0.5446862070896739,-0.001458117425379598
운천,10.646706586826348,5.168068704239188,0,-1.381175542930448,0.21833132128669053
원당,21018.47713717694,4690.061362566124,0,-0.17357867535473,-0.15643001226718084
원덕,723.1133200795229,148.30159684576196,0,-1.3416207743040305,0.20422146268679597
원인재,8816.526838966203,1622.2060623547136,0,-0.9058051740518023,0.030422505212242046
원종,9305.011928429423,1716.1281190438463,0,-0.8790599801295917,0.02037387646935144
원흥,21184.300198807156,5220.317770484919,0,-0.12020163077064386,-0.11554314282868777
월계,13035.948310139165,3744.7067834127133,0,-0.5582379578753897,0.06017317241219451
월곡(동덕여대),22599.570576540755,6786.848864418247,0,0.07234054197202174,-0.02960239646471102
월곶,5534.954274353877,1150.9467867252283,0,-1.0712809620501251,0.11212232525077029
월드컵경기장(성산),12831.047713717693,12217.508236611226,0,0.1871520633499944,0.8209967787588556
월롱,3727.8747514910538,1123.7958293012434,0,-1.1417509779124093,0.17776570351278398
을지로3가,34459.97514910537,16469.9736275417,1,1.3797037108849455,0.38440776742848787
을지로4가,19341.946322067593,9705.205428790581,0,0.20905342162277016,0.35248224931369637
을지로입구,93625.81510934394,25162.521691755344,2,4.380596457862876,-1.0712069006324625
응봉,3464.854870775348,820.5204407183202,0,-1.178613309058258,0.16071463591867233
응암,33837.12922465209,7738.686008660533,1,0.5801642024236406,-0.368217550638188
의왕,17125.703777335984,4969.238152720377,0,-0.29537031541761927,0.014991008131702909
의정부,37920.11729622266,4912.527883618546,1,0.48273055364412243,-0.7731912703217585
이대,33665.11133200795,9296.553601419966,1,0.712157212729858,-0.2232677562382582
이매,6355.977137176938,4656.431262454579,0,-0.7287745392307737,0.39278741397351596
이수,31263.37773359841,7319.378075139578,1,0.4459634780789248,-0.3085573813987634
이천,6132.9662027833,751.9951794070812,0,-1.0842200447958583,0.05413960592152148
이촌(국립중앙박물관),12991.425447316104,6417.415264150033,0,-0.3223504612187765,0.2994142337007487
이태원,24543.86282306163,4809.989597841577,0,-0.03014874078035557,-0.2785402518976401
인덕원,48544.66600397614,13167.62575862863,1,1.6166194837880714,-0.439567833397627
인천,5213.023856858847,2587.0903349941864,0,-0.9557532985360149,0.2518985297077173
인천공항1터미널,29175.735586481114,2151.527359748657,0,-0.09200507394709954,-0.6892799158776992
인천공항2터미널,13832.21272365805,1275.5111999478324,0,-0.7477247130595093,-0.18929005341044305
인천논현,10838.445328031808,2355.928315459261,0,-0.7644403307259742,0.019491788377332783
인하대,13247.109343936381,4227.973323034454,0,-0.5073301377585463,0.09517585683727753
일산,20702.79324055666,5011.496354398895,0,-0.15689687496826948,-0.11597017328544161
일원,19974.09940357853,7146.77672770578,0,0.005454539362771168,0.10126814014089731
임진강,58.10179640718563,67.4367230577411,0,-1.3738535665801157,0.22207887091025108
자양(뚝섬한강공원),20362.24885844749,7762.325799144842,0,0.07478590918165101,0.14136319851842366
잠실(송파구청),96997.78230616302,61724.48256864928,2,7.757406532139419,2.0516188335926127
잠실나루,27457.904572564614,9503.153761210127,1,0.4967503543082317,0.028866503132558133
잠실새내,45757.81908548708,9832.578587651571,1,1.2152272190660294,-0.6310483658570808
잠원,9577.083499005965,2586.9739665816114,0,-0.7914081272995154,0.08753267160751542
장승배기,17410.198807157056,4432.091610072861,0,-0.33240029292788553,-0.043467790650962325
장암,3850.652087475149,767.8988122709059,0,-1.1687610263127903,0.14150778322248236
장지,31593.707753479124,7532.47698714256,1,0.4773454307438231,-0.30205664708549596
장한평,36335.02186878728,10287.63715072315,1,0.9008017984373313,-0.2357269850400298
전곡,2390.913480885312,525.2630893789011,0,-1.2453031936372245,0.17491649175239124
정릉,8927.294234592446,1872.1709741050463,0,-0.879415360344373,0.048469063414727453
정발산,15134.2703777336,3002.860312805836,0,-0.5451519170889858,-0.08479124057098598
정부과천청사,23226.23459244533,8180.321869284596,1,0.21980058427776317,0.07065586799939767
정왕,19155.86878727634,4299.742483102442,0,-0.27842023115742687,-0.12097561472545261
정자,34397.61431411531,11392.937994816744,1,0.9260817052534367,-0.06451707639938571
제기동,33565.47117296223,6032.399983457852,1,0.418269639932181,-0.5096502026332452
제물포,19854.566600397615,5285.42956290028,0,-0.16449345435318313,-0.05967636737298299
종각,71940.81709741551,23687.0951086788,2,3.432770830767263,-0.38566850382158885
종로3가,34246.988734261104,12879.707155560754,1,1.0525607749996286,0.07330745914203379
종로5가,45707.17097415507,10327.574986519525,1,1.2573176162137043,-0.5851430362439751
종합운동장,18049.787276341947,12461.468623289597,1,0.4053802810678708,0.6461375058973456
주안,34572.73956262426,6150.916306707235,1,0.46673887748722853,-0.5370507414640276
주엽,18702.013916500993,4403.47275506353,0,-0.28629284059771615,-0.09466282937846081
죽전,27568.296222664016,6640.32668892,1,0.2464448194083582,-0.22975398525326246
중계,26745.82902584493,7039.215506206723,1,0.250925077009301,-0.16332360299062762
중곡,20099.184890656063,5285.5834615955455,0,-0.15526716835815743,-0.06887529472950471
중동,16995.90258449304,3748.7007800436786,0,-0.40874650972811927,-0.0886082612036051
중랑,10496.93439363817,1921.7458150751743,0,-0.8158944327133943,-0.006238923010631751
중앙,37569.38170974155,6390.922107169186,1,0.6009288418337527,-0.6285747694789905
중앙보훈병원,21034.7634194831,7650.978319711738,0,0.0902164373553594,0.10613838012744281
중화,20093.90258449304,4799.549547303911,0,-0.19866733706976641,-0.11187758796770146
증미,14337.200795228628,5565.66760826915,0,-0.34737478796282645,0.1730230063772564
증산(명지대앞),18646.469184890655,4078.285866892652,0,-0.31728902700456246,-0.12147525859612214
지축,8256.24739884393,7504.644630735716,0,-0.4040441022052531,0.574385115667501
지평,125.02584493041749,33.865584547808254,0,-1.37431710780141,0.2165744561259577
지행,12955.023856858847,2069.3201915621003,0,-0.7102027703710553,-0.08569622376986737
직산,2005.8111332007952,321.29666653050367,0,-1.27793619197967,0.1712902897160287
진위,3106.840954274354,785.0067085210111,0,-1.195253171548298,0.17104120667197048
창동,27696.131879543096,27584.42400388383,1,2.1128799368018143,1.6270522558634302
창신,6244.339960238569,1761.8977357408587,0,-0.9902601707417018,0.13971055190039525
천마산,2913.783300198807,510.5440332819141,0,-1.2269196202847772,0.153916305346901
천안,14488.852882703777,2113.3400704131327,0,-0.6485242853054648,-0.13954927568023295
천왕,21140.89662027833,6251.642960249635,0,-0.03016669406708455,-0.022238948565649463
천호(풍납토성),35864.26640159046,6883.072920466706,1,0.5804571674706722,-0.5206132293490741
철산,40814.713717693834,10468.704509019351,1,1.0856063670698544,-0.3883431300347897
청구,7180.418489065606,1936.0422256034353,0,-0.9395275035961131,0.11993562703715122
청담,35666.39363817097,12750.064171079792,1,1.0944938541249818,0.008327689848976975
청라국제도시,13804.538767395627,3410.1013546509284,0,-0.5590334324931854,0.001485693316926366
청량리(서울시립대입구),40133.44333996024,7063.259347582689,1,0.7572552002428179,-0.6653794420054354
청명,8662.731610337973,2351.209030671485,0,-0.8467996909915395,0.10101219931793103
청산,277.0718685831622,56.34247286148615,0,-1.3665930162105666,0.21284609082121744
청평,3756.1709741550694,666.4709390080541,0,-1.1813347326480703,0.13605061207668026
초성리,242.07692307692307,26.027106185864312,0,-1.3706055541915918,0.21146945278249413
초월,6595.457256461233,1615.219951491204,0,-0.9900741757805106,0.11344958295105499
초지,9890.528827037773,2454.190972468652,0,-0.7914058606023903,0.06392551385428547
총신대입구(이수),38809.58648111332,8471.535717349887,1,0.8325721792251267,-0.49034651355184
춘천,3337.7355864811134,812.5555424877081,0,-1.1841087295041965,0.1647941329155085
충무로,29634.919436052365,32280.517895073306,2,2.60331024473214,1.971448617050581
충정로(경기대입구),14069.134194831015,7359.481716885895,0,-0.19802692489979223,0.3425622635487673
탄현,14702.713717693838,3385.0095796222136,0,-0.5274374168527709,-0.03457089816690712
탕정,3434.093439363817,714.6084189588811,0,-1.1891858332727376,0.15245913360863672
태릉입구,14435.319085487077,4419.617958835723,0,-0.44554641431376757,0.06746088428786928
태평,24829.125248508946,4730.165449274334,0,-0.026500616077645374,-0.29637875047438095
퇴계원,6428.590457256461,1415.289324407297,0,-1.014129449311551,0.10196310128504384
파주,2325.1669980119286,662.5508113600035,0,-1.235576432687766,0.18959542930637127
판교,10791.564612326043,2889.6348284054975,0,-0.7187672921457096,0.06869599050239737
팔당,1811.4373757455269,489.97470008946493,0,-1.2702635476803743,0.1936036133662892
평내호평,11838.479125248508,2826.8500177706196,0,-0.6849199269191601,0.02368734197360739
평촌,31968.328031809146,11216.75590505628,1,0.8189320010301447,0.011312660514728179
평택,27534.946322067593,3245.8753899239164,0,-0.0565277238027239,-0.5302145370956994
평택지제,8554.75944333996,1287.4534145385062,0,-0.9454181982504531,0.010526404502005147
풍산,11785.218687872763,2151.2208819081425,0,-0.7469792201504047,-0.034360252374417845
하계,33570.60636182903,8211.817737984187,1,0.6121810617420604,-0.3161255750829907
하남검단산,12870.640159045726,1547.180423443506,0,-0.7597912653669974,-0.12892874418207517
하남시청(덕풍·신장),16008.536779324055,3377.4545588284905,0,-0.47893014537874656,-0.08442122899844763
하남풍산,8758.302186878727,1948.9704341325184,0,-0.8789534587512128,0.061659835488301847
학동,42806.628230616305,17459.11284189589,1,1.7819681392902342,0.15798305065290552
학여울,4977.62226640159,2265.2786950387467,0,-0.9932230918122292,0.23215972671389754
한강진,22420.6282306163,6081.94012632134,0,0.002945399385646641,-0.08551918917871557
한국항공대,4876.783673469387,2488.481184880419,0,-0.97718138719541,0.2557968265355588
한남,6978.322067594433,2182.4028288153436,0,-0.9252408714962571,0.14944462733873265
한대앞,18836.598409542745,4401.365915946235,0,-0.28141150036961826,-0.09991870331977025
한성대입구(삼선교),27300.40357852883,6128.769353385645,1,0.19088578788247676,-0.26513472545724004
한성백제,5741.75745526839,1314.172874261717,0,-1.0489841294072981,0.11884226572374863
한양대,21983.992047713717,11584.646324256257,1,0.47561042381199103,0.42003427878341476
한티,30928.52286282306,6648.665296289613,1,0.3737360054853267,-0.35556281344370894
합정,46636.716699801196,21245.374775735367,1,2.262756405970577,0.35028022729466884
행당,14502.328031809146,3699.113054798513,0,-0.5070650164606719,0.0008950138801082551
행신,15396.28031809145,3508.4832097670655,0,-0.4903419188387487,-0.049716434837298366
혜화,71786.59045725646,11183.71348657811,1,2.315596662481886,-1.49122596615084
호구포,7353.836978131213,1962.79228017738,0,-0.9306186790117079,0.11578217137766765
홍대입구,61723.22398939695,64628.08336783577,2,6.687013213649138,3.6381865386681924
홍제,34043.72166998012,7375.553177043606,1,0.5556675706531236,-0.4082752014885343
화계,6894.9602385685885,1362.2307908352186,0,-1.0012815453497297,0.07968295855701335
화곡,52236.66003976143,12711.632014334826,1,1.715133129442369,-0.6191436868159991
화랑대(서울여대입구),20347.811133200794,6138.6692740601475,0,-0.07007689820612549,-0.00241212613165444
화서,24080.4592445328,4122.388011596722,0,-0.10871867117597443,-0.32220555683273755
화전,3306.6923076923076,1009.2650283428516,0,-1.1677932893988403,0.18344782431928958
화정,33805.5944333996,6887.359815026533,1,0.503306250579091,-0.4427002293328448
회기,50541.21471172962,11338.464899118757,1,1.5292264448557304,-0.6773455220969485
회룡,25009.013916500993,5014.205421576393,0,0.005521153616876497,-0.27790660981118487
회현(남대문시장),53212.91650099403,14854.411324914467,1,1.9423614812381271,-0.46544922148896234
효창공원앞,10074.197813121273,4744.558722607805,0,-0.5809088355992444,0.260588167555615
흑석(중앙대입구),18260.429423459245,5659.731411989938,0,-0.19126059542627258,0.033630577451961116
